the_geom,cartodb_id,date_created_aest,spot_id,longitude,latitude,spot_name,spot_type,user_perspective,safe_category,unsafe_category,description,cycling_stress_rating,time_of_day,frequency,video_embed,rider_type,gender_description,submitter_name,image_attachment,no_of_comments,no_of_likes,activity,comment_1,comment_2,comment_3,comment_4,comment_5,comment_6,comment_7,comment_8,comment_9,comment_10,comment_11,comment_12,comment_13,comment_14,comment_15,comment_16,comment_17,comment_18
0101000020E61000002F8617E96A1F624027A78F23CAE842C0,4486,2020-04-20 20:11:00+00,380034,144.9818006,-37.81866879,"Jolimont Terrace, Melbourne Victoria",Unsafe Spot,cycling,N/A,Other,"When heading south (onto MCG concourse) the speed bumps are not safe for bikes, following this there is a metal cover that when wet is extremely slippery and easy to loose control",1,morning peak,fewtime week,,very confident,,,,0,3,3,,,,,,,,,,,,,,,,,,
0101000020E61000004D8F5CED971E624077412BCDB9E942C0,4488,2021-04-20 09:02:00+00,380191,144.9560458,-37.82598271,"Normanby Road, Melbourne Victoria",Unsafe Spot,cycling,N/A,Other,"This crossing feels as if someone who hated cyclists deliberately designed this crossing point to punish them. Makes no sense, is not intuitive, encourages to ignore itself.",1,anytime,fewtime week,,,,,,1,3,4,Agreed. Why do we have to get off our bikes? It is unessesary,,,,,,,,,,,,,,,,,
0101000020E6100000BB7F2C44870A624002250D87882943C0,4489,2021-04-20 10:55:00+00,380239,144.329012,-38.32447899,"The Esplanade, Torquay Victoria",Unsafe Spot,cycling,N/A,Other,The lane markings have been changed over time and the old markings are still visible. Vehicles routinely drive along the bike lane following the old centre lane marking,3,anytime,once fortnight,,very confident,,EB,,1,2,3,Matt : Agreed,,,,,,,,,,,,,,,,,
0101000020E61000000D8920730A1F6240126A44387FE642C0,4490,2021-04-20 11:13:00+00,380246,144.9700256,-37.80075744,"Rathdowne Street, Melbourne Victoria",Unsafe Spot,cycling,N/A,Other,Drivers turning left out of Carlton street onto Rathdowne st fail to see cyclists coming out of Barkly street. I was personally involved in a collision at this intersection.,3,anytime,once month,,very confident,,,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E610000005B0B78387226240C552456DF2F042C0,4492,2021-04-20 19:39:00+00,380477,145.0790423,-37.88239828,"Cnr of Fenwick Street and Chadstone Road, Victoria",Unsafe Spot,cycling,N/A,Other,It's a pretty steep downhill and cars can jump out at you. Sometimes cars think they can quickly drive out as your coming down the road. ,3,morning peak,daily,,,,Ali,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000D9B45208A4236240AFDB566941E942C0,4493,2022-04-20 08:34:00+00,380615,145.1137735,-37.8223087,Mt Albert rd Elgar rd intersection,Unsafe Spot,cycling,N/A,Other,Bikes do not trigger the traffic light if waiting on Mt Albert rd to travel east across Elgar rd towards the bike path near Box Hill pool,1,anytime,fewtime week,,very confident,,Melissa,,2,4,6,David Hall: Forthcoming proposal for a separated cycle-way along Mont Albert Rd will upgrade that intersection for bikes.,EdJ: Hope that will happen I use the BoxHill Ringwood trail regularly and then loop south towards Aqualink and up Standard Avenue. Heading west where Mont Albert meets Elgar there is a compulsory left turn signposted  and no straight on light sequence...I've always guessed that the alternative to illegally entering the cycle lane is dismounting and an extended wait as a pedestrian to cross two sections of road...very poor provision currently and not a lot of good alternative (if any) west heading cycling provision,,,,,,,,,,,,,,,,
0101000020E610000018DD30C0B4246240361D22EA15F142C0,4494,2022-04-20 19:46:00+00,380859,145.1470643,-37.88348128,Dan Scott,Unsafe Spot,cycling,N/A,Other,"Multiple blind corners on this stretch of path - especially westbound when speed tends to be higher
",4,anytime,once fortnight,,very confident,,Dan,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E61000009C919CA7152262406EE28154CCFC42C0,4495,2022-04-20 23:11:00+00,380876,145.0651434,-37.97498566,"Nepean Highway Service Road,  Victoria",Unsafe Spot,cycling,N/A,Other,"Bicycles are crossing on the pedestrian crossing. As the period of the traffic light is extremely long during rush hour, there are often unsafe crossings for red. If periods were matched for each half it would avoid riders (and pedestrians) getting trapped in the middle of the Nepean for extended periods of time.",1,morning peak,fewtime week,,very confident,,,,1,3,4,"Su: Having humans on the median strip between lanes of vehicle traffic is awful. A good friend and neighbour had an Uber driver travelling at 80km/h on Nepean Hwy looking at their phone. When red lights came up for drivers and green lights for pedestrians, my friend started walking but the driver failed to see the red lights. The driver eventually saw my friend walking on the green pedestrian signal and slammed on the brakes, skidding part way into the pedestrian crossing and forcing my friend to jump out the way. In addition or alternative to the suggestion above, how about some bridges for walkers and cyclists over the highway?",,,,,,,,,,,,,,,,,
0101000020E6100000E2C16048582462406C0E085B89FB42C0,4498,2023-04-20 09:55:00+00,381051,145.1357767,-37.96512926,"Westall Road, Springvale South Victoria",Unsafe Spot,cycling,N/A,Other,"As an infrequent rider in this part of Melbourne, the wayfinding at this intersection is abysmal. A few signs would help, instead of being reliant on some previous cyclists painting directions on the path.",1,not relevant,once month,,very confident,,Rob,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E61000008A7F8E4509216240FD169D2C35EB42C0,4499,2023-04-20 10:35:00+00,381078,145.0323818,-37.83756025,"Gardiners Creek Trail,  Victoria",Unsafe Spot,cycling,N/A,Other,"When the rain comes through, this area consistently floods the path - there is a drain that comes down and passes over the path. However, it brings a large amount of silt and soil across the path. Cones tend to be put out for a period then removed. A Poor Design Outcome. the concern here is cyclists track on a Narrow section in the silt to avoid running through it, increasing conflicts.",3,anytime,fewtime week,,very confident,,Ben Thomson,,2,12,14,John: Agree with the comments here,Will: Agree,,,,,,,,,,,,,,,,
0101000020E61000007162FEC0CB1F6240F17A178C9DEA42C0,4500,2023-04-20 10:50:00+00,381090,144.9936223,-37.83293296,"CityLink,  Victoria",Unsafe Spot,cycling,N/A,Other,This connection isn't demonstrated well for cyclists and pedestrians. Poor lighting in the evening means this convenient connection to southern side of the Yarra is underutilized. A second crossing on the western side of the tracks would help connect Cremorne to South Yarra also.,3,anytime,fewtime week,,very confident,,Ben Thomson,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E61000003074362E6D21624030B7DEE38AEC42C0,4503,2023-04-20 12:48:00+00,381133,145.0445777,-37.84798859,"Gardiners Creek Trail,  Victoria",Unsafe Spot,cycling,N/A,Other,another run off spot for silt. results in poor cyclist behaviour to avoid silt on path.,1,anytime,fewtime week,,very confident,,Ben Thomson,,0,4,4,,,,,,,,,,,,,,,,,,
0101000020E6100000453AF2F6D62562407ECCFF92F1E142C0,4508,2023-04-20 13:27:00+00,381180,145.1824908,-37.76518476,"Springvale Road,  Victoria",Unsafe Spot,cycling,N/A,Other,Improved signage required to indicate where trail resumes after road crossing,1,not relevant,once month,,very confident,,JCP,,0,2,2,,,,,,,,,,,,,,,,,,
0101000020E6100000078BD4C5771E62402EC21C561BE742C0,4774,2020-05-20 21:58:00+00,396313,144.9521207,-37.80552174,"Chetwynd Street, Melbourne Victoria",Unsafe Spot,cycling,N/A,Other,Bikes don't trigger the traffic lights so have to dismount and use the pedestrian crossing or wait for a car to use the intersection.,1,anytime,daily,,very confident,,Angie,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E610000063C0481E7E206240E9FAD38020F142C0,4775,2020-05-20 22:02:00+00,396314,145.0153953,-37.88380442,"Near hospital, Kooyong Road,  Victoria",Unsafe Spot,cycling,N/A,Other,Once I had a car nearly reverse into me there because they started reversing into a parking spot suddenly. Then a truck drove partly in the bike lane too close. So I don't ride there anymore. ,2,late morning,never,,somewhat confident,,,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000C40EBE8BD220624055A3BA2D4FE442C0,4751,2020-05-20 00:31:00+00,395006,145.0257014,-37.78366634,"Outer Circle Line,  Victoria",Unsafe Spot,cycling,N/A,Other,"Why is the crossing light here red by default, forcing you to stop and wait ages for the light? The road isn't even open, and there's a red arrow on Chandler Hwy preventing turning here.

Northbound I just use the new bridge and Chandler Hwy instead because it's so much easier. I expect this will continue until I see it's changed!",3,anytime,daily,,,,,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E61000000229B16BFB326240DED15A2C204D43C0,4754,2020-05-20 12:01:00+00,395390,145.593191,-38.60254435,"McKenzie Street/Korumburra Road, Wonthaggi Victoria",Unsafe Spot,cycling,N/A,Other,The traffic lights do not register the weight of a bicycle and will not allow a right turn unless there is vehicle traffic also.,4,late morning,fewtime week,,very confident,,Clive,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000DADF7E65CA256240320993B9E4E842C0,4755,2020-05-20 12:23:00+00,395537,145.1809566,-37.81948013,Access to Civic Centre,Unsafe Spot,cycling,N/A,Other,"No access from the $14m plus east west Box Hill Ringwood Shared User Path to the centre of local government, library, civic centre, theatre, shops",4,anytime,fewtime week,,very confident,,Alan,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000195F6A3AF12562402FB917B9A3E842C0,4756,2020-05-20 12:28:00+00,395552,145.1856968,-37.81749643,Dunlavin-Whitehorse-Rooks Connection,Unsafe Spot,cycling,N/A,Other,The north south Easy Ride Bike Route on Dunlavin is diconnected from the $14m plus east west BHR SUP because of this dangerous crossing across Whitehores Rd where 2 cyclists were hit two years ago. The service lanes on eithside need to be connected too for a safe east west bike route using service lanes between Nunawading and Ringwood.,4,anytime,fewtime week,,very confident,,Alan,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000F028DF7D9F1E62402DC0CAE361E942C0,4757,2020-05-20 12:41:00+00,395582,144.9569692,-37.82329986,"Yarra Promenade, Melbourne Victoria",Unsafe Spot,cycling,N/A,Other,"Cyclists share with pedestrians along the boardwalk- with no clear shared signs or a dedicated cycling side, people walking along on their phones and drifting into the path of bikes, bikes going two ways trying to dodge people- this section is known on Strava as Dodge the Pedestrian. 
Even when you go slow, it's still scary because people will sidestep into you. ",3,evening peak,daily,,,,Dany,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E61000005EFD8E97E41E6240D08A5EFC23E842C0,4758,2020-05-20 12:41:00+00,395583,144.9654043,-37.8135982,"Bourke Street Mall, Melbourne Victoria",Unsafe Spot,cycling,N/A,Other,"Bourke St Mall is a no bike zone. This is fine (given the amount of foot and tram traffic), but many cyclists are oblivious because the No Bike signs are at car-eye level, not bike-eye level. Most signs that pertain to us are painted on the footpath. My husband got a hefty fine here bc he didn’t see the signs. There ought to be painted signs on the road alerting cyclists. ",1,anytime,never,,very confident,,Amy,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E610000036FEE9AB501F624011BDB5E16AE342C0,4759,2020-05-20 12:46:00+00,395585,144.9785976,-37.77669927,"Nicholson Street,  Victoria",Unsafe Spot,cycling,N/A,Other,The tram stop upgrade has done nothing to improve safety for bicycles. No bike lane combined with impatient drivers now having to change lanes every block or two lead to many very dangerous situations. The raised tram stops are a pain when having stressed drivers up your six or trying to overtake on the platform.,4,anytime,fewtime week,,very confident,,Fred,,3,0,3,"Tim Stoney: Could agree more, I get thee need for these new tram stops but they are a nightmare for cyclists, especially at night. Pedestrians edging out from footpath while cars try to squeeze past to beat trams. I had to avoid a pedestrian the other day and nearly got cleaned up by a car racing the tram - and of course I got blamed. Yelled at by pedestrian, horn blasted by motorist. You can win at these squeeze points and there are too many of them around Melbourne. Lanes just end and leave you hanging out there as cyclist. ",Tara: Agree,"Andrew: I also experienced a near miss at this trams stop with an impatient driver. This new style of tramstop solves one problem (accessibility) but creates another by increasing the potential for conflicts between cars, cyclists and pedestrians.",,,,,,,,,,,,,,,
0101000020E610000017539F9AC11E62400E22A51B59E542C0,4760,2020-05-20 12:54:00+00,395603,144.9611333,-37.79178186,"College Crescent, Melbourne Victoria",Unsafe Spot,cycling,N/A,Other,Getting from one side to the other safely on green light... It has got to be one of the most time stealing crossings in Melbourne.,1,anytime,once week,,very confident,,Fred,,1,2,3,"Cars continuously ignore the red right turn light, and the green pedestrian light, when turning right into College Crescent. Needs to be a stop signal for cars heading north, to allow bikes and pedestrians to cross safely. Bike traffic light signals may help.",,,,,,,,,,,,,,,,,
0101000020E6100000F306F3B2C11E6240F15B7C239DEB42C0,4762,2020-05-20 13:31:00+00,395714,144.9611449,-37.84073299,"MSAC ENTRY Clarendon Street,  Victoria",Unsafe Spot,cycling,N/A,Other,"At this intersection cyclists coming from Albert park  navigate cars travelling a round about, entering the school front entrance, And trams turning right   ",2,anytime,once week,,very confident,,Glenn Milton,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000002B7E9DE5837462402D67082AD7EB42C0,4763,2020-05-20 13:54:00+00,395763,147.6411007,-37.84250379,"Bairnsdale - Paynesville Road, Bairnsdale Victoria",Unsafe Spot,cycling,N/A,Other,"There are multiple reasons why it is unsafe, including inadequate shoulder in parts which is used in lieu of a bicycle lane, gravel obstructing the use of the shoulder in places, drivers failing to provide adequate clearance particularly where there are pinch points as well as bad driver behaviour with some drivers seeing cyclists on the road as targets.  This section of shoulder is very Narrow.",3,anytime,once week,,very confident,,,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000EC8A19E16D226240BF027F954FE142C0,4764,2020-05-20 13:55:00+00,395766,145.075913,-37.76024121,"Banksia Street,  Victoria",Unsafe Spot,cycling,N/A,Other,Merging traffic heading bearing left towards Heidi as road bears right towards Bulleen,1,not relevant,never,,somewhat confident,,John,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000A2C332EC661F6240137FD25814E042C0,4765,2020-05-20 14:01:00+00,395783,144.9813138,-37.75062094,"Merri Creek Trail,  Victoria",Unsafe Spot,cycling,N/A,Other,"Lots of unaware dog walkers with dogs off leash around this area; have Narrowly avoided crashing into dogs alone on the path, as well as dogs getting aggro at bikes going path. Not safe at all! ",1,not relevant,daily,,,,Sophie,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000DB64F95F532A6240B678A14EB3DC42C0,4766,2020-05-20 14:24:00+00,395830,145.3226776,-37.72422202,"Edward Road, Lilydale Victoria",Unsafe Spot,cycling,N/A,Other,A lot of fast traffic and the road is barely 2 lanes wide. Steep hill where cyclists slow down and the traffic either banks up behind them or passes on double lines too close to the cyclist and too dangerous to pass.,4,anytime,never,,very confident,,Mike Lambert,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E61000000E2A1664702862409AE6040A48EA42C0,4767,2020-05-20 14:39:00+00,395849,145.2637196,-37.83032346,"Tarralla Creek Trail,  Victoria",Unsafe Spot,cycling,N/A,Other,Pedistrian/bike crossing lights take an extraordinary amount of time to change. I have often witnessed people give up waiting (thinking they are not working) and cross the road against the red light. ,2,anytime,fewtime week,,very confident,,Steven,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000605B3FFD671F6240EB6504E99CE542C0,4768,2020-05-20 15:20:00+00,395897,144.981444,-37.79385102,"Alexandra Parade,  Victoria",Unsafe Spot,cycling,N/A,Other,The corner from Napier Street (great cycle lanes) to the traffic lights on Alexandra is very tight for the number of cyclists that use this area to cross Alexandra Parade. There are lots of young families here (using the pool next door) and it can be easy to hit one as you turn the corner and/or have an accident that could put you in front of very busy traffic.,4,anytime,fewtime week,,very confident,,,,0,5,5,,,,,,,,,,,,,,,,,,
0101000020E61000006252D735B51F6240814B74543DD842C0,4770,2020-05-20 18:41:00+00,396111,144.9908704,-37.68937164,"Entry/Exit form Western Ring Rd Trail to Blaxland Avenue,  Victoria",Unsafe Spot,cycling,N/A,Other,Entering the trail from Blaxland Ave is a Blind spot with cyclist's speeding done the ramp,3,anytime,fewtime week,,very confident,,Malcolm,,0,1,1,,,,,,,,,,,,,,,,,,
